,Player,Country,Matches,Active
622,André Schürrle,Germany,5,False
623,Sergey Semak,Russia,5,False
624,Señor,Spain,5,False
625,Semih Şentürk,Turkey,5,False
626,Sergi Barjuán,Spain,5,False
627,Sérgio Conceição,Portugal,5,False
628,Petr Ševčík,Czech Republic,5,True
629,Mykola Shaparenko,Ukraine,5,True
630,Teddy Sheringham,England,5,False
631,Gylfi Sigurðsson,Iceland,5,True
632,Ragnar Sigurðsson,Iceland,5,False
633,Kolbeinn Sigþórsson,Iceland,5,False
634,Dario Šimić,Croatia,5,False
635,Milan Škriniar,Slovakia,5,True
636,Ari Skúlason,Iceland,5,True
637,Tomáš Souček,Czech Republic,5,True
638,Brian Steen Nielsen,Denmark,5,False
639,Taras Stepanenko,Ukraine,5,True
640,Thomas Strunz,Germany,5,False
641,Jan Suchopárek,Czech Republic,5,False
642,Dmitriy Sychev,Russia,5,False
643,Wojciech Szczęsny,Poland,5,True
644,Jean Tigana,France,5,False
645,Kieran Trippier,England,5,True
646,Tomáš Vaclík,Czech Republic,5,True
647,Willy van de Kerkhof,Netherlands,5,False
648,Gerald Vanenburg,Netherlands,5,False
649,Marco Verratti,Italy,5,True
650,Johann Vogel,Switzerland,5,False
651,Johan Vonlanthen,Switzerland,5,False
652,Zisis Vryzas,Greece,5,False
653,Ognjen Vukojević,Croatia,5,False
654,Jon Walters,Ireland,5,False
655,Danny Ward,Wales,5,True
656,Daniel Wass,Denmark,5,True
657,Glenn Whelan,Ireland,5,False
658,Sergen Yalçin,Turkey,5,False
659,Roman Yaremchuk,Ukraine,5,True
660,Ilya Zabarnyi,Ukraine,5,True
661,Aleksandr Zavarov,USSR,5,False
662,Jovan Aćimović,Yugoslavia,4,False
663,Adrien Silva,Portugal,4,True
664,Fatih Akyel,Turkey,4,False
665,Flórián Albert,Hungary,4,False
666,Niclas Alexandersson,Sweden,4,False
667,Alkorta,Spain,4,False
668,Marcus Allbäck,Sweden,4,False
669,Dele Alli,England,4,True
670,Álvaro,Portugal,4,False
671,Carlo Ancelotti,Italy,4,False
672,Henrik Andersen,Denmark,4,False
673,Jocelyn Angloma,France,4,False
674,António Sousa,Portugal,4,False
675,Frank Arnesen,Denmark,4,False
676,Aljoša Asanović,Croatia,4,False
677,Emre Aşık,Turkey,4,False
678,Ludwig Augustinsson,Sweden,4,True
679,Daniel Bachmann,Austria,4,True
680,Milan Badelj,Croatia,4,True
681,Federico Balzaretti,Italy,4,False
682,Anatoliy Banishevskiy,USSR,4,False
683,Franco Baresi,Italy,4,False
684,Jozef Barmoš,CSSR,4,False
685,Julian Baumgartlinger,Austria,4,False
686,Christoph Baumgartner,Austria,4,True
687,Mikkel Beck,Denmark,4,False
688,Franz Beckenbauer,Germany,4,False
689,Igor Belanov,USSR,4,False
690,Miodrag Belodedici,Romania,4,False
691,Romeo Benetti,Italy,4,False
692,Bento,Portugal,4,False
693,Aleksey Berezutskiy,Russia,4,False
694,Giuseppe Bergomi,Italy,4,False
695,Bernardo Silva,Portugal,4,True
696,Jens Bertelsen,Denmark,4,False
697,Roberto Bettega,Italy,4,False
698,Oliver Bierhoff,Germany,4,False
699,Slaven Bilić,Croatia,4,False
700,Daley Blind,Netherlands,4,True
701,Zvonimir Boban,Croatia,4,False
702,Winston Bogarde,Netherlands,4,False
703,René Bolf,Czech Republic,4,False
704,Jan Bořil,Czech Republic,4,True
705,Daniel Borimirov,Bulgaria,4,False
706,Uli Borowka,Germany,4,False
707,Paul Bosvelt,Netherlands,4,False
708,Khalid Boulahrouz,Netherlands,4,False
709,Tommy Boyd,Scotland,4,False
710,Robbie Brady,Ireland,4,True
711,Tomas Brolin,Sweden,4,False
712,Bruno Fernandes,Portugal,4,True
713,Okan Buruk,Turkey,4,False
714,Ricardo Cabanas,Switzerland,4,False
715,Gary Cahill,England,4,False
716,Emre Can,Germany,4,True
717,Craig Cathcart,Northern Ireland,4,False
718,Franco Causio,Italy,4,False
719,Cédric,Portugal,4,True
720,Chalana,Portugal,4,False
721,Victor Claesson,Sweden,4,True
722,Séamus Coleman,Ireland,4,True
723,Fulvio Collovati,Italy,4,False
724,Julien Cools,Belgium,4,False
725,Andreas Cornelius,Denmark,4,True
726,Jordi Cruyff,Netherlands,4,False
727,Martin Dahlin,Sweden,4,False
728,Stuart Dallas,Northern Ireland,4,True
729,Marcus Danielson,Sweden,4,True
730,Matteo Darmian,Italy,4,True
731,David Villa,Spain,4,False
732,Steven Davis,Northern Ireland,4,False
733,Luigi de Agostini,Italy,4,False
734,De Gea,Spain,4,False
735,Frenkie de Jong,Netherlands,4,True
736,Johan de Kock,Netherlands,4,False
737,Fernando De Napoli,Italy,4,False
738,Mattia De Sciglio,Italy,4,True
739,Stefan de Vrij,Netherlands,4,True
740,Mathieu Debuchy,France,4,False
741,Anatoliy Demyanenko,USSR,4,False
742,Memphis Depay,Netherlands,4,True
743,Eren Derdiyok,Switzerland,4,False
744,Luigi Di Biagio,Italy,4,False
745,Angelo Di Livio,Italy,4,False
746,Eric Dier,England,4,True
747,Diogo Jota,Portugal,4,True
748,Johan Djourou,Switzerland,4,False
749,Igor Dobrovolskiy,RussiaCIS,4,False
750,Kasper Dolberg,Denmark,4,True
751,Thomas Doll,Germany,4,False
752,Ljubinko Drulović,Yugoslavia,4,False
753,Denzel Dumfries,Netherlands,4,True
754,Ján Ďurica,Slovakia,4,False
755,Blerim Džemaili,Switzerland,4,False
756,Balázs Dzsudzsák,Hungary,4,True
757,Miroslav Đukić,Yugoslavia,4,False
758,Éder,Italy,4,True
759,Emerson,Italy,4,True
760,Orlando Engelaar,Netherlands,4,False
761,Christian Eriksen,Denmark,4,True
762,Jan Eriksson,Sweden,4,False
763,Eurico,Portugal,4,False
764,Jonny Evans,Northern Ireland,4,True
765,Łukasz Fabiański,Poland,4,True
766,Riccardo Ferri,Italy,4,False
767,Attila Fiola,Hungary,4,True
768,Frasco,Portugal,4,False
769,Steffen Freund,Germany,4,False
770,Clemens Fritz,Germany,4,False
771,Christian Fuchs,Austria,4,False
772,Kevin Gallacher,Scotland,4,False
773,Gennaro Gattuso,Italy,4,False
774,Claudio Gentile,Italy,4,False
775,Zoltán Gera,Hungary,4,False
776,Eric Gerets,Belgium,4,False
777,Giuseppe Giannini,Italy,4,False
778,Matthias Ginter,Germany,4,True
779,Denis Glushakov,Russia,4,True
780,Serge Gnabry,Germany,4,True
781,Robin Gosens,Germany,4,True
782,Sergey Gotsmanov,USSR,4,False
783,Francesco Graziani,Italy,4,False
784,Fabio Grosso,Italy,4,False
785,Güiza,Spain,4,False
786,Richárd Guzmics,Hungary,4,False
787,Joško Gvardiol,Croatia,4,True
788,Daniel Gygax,Switzerland,4,False
789,Kai Havertz,Germany,4,True
790,Thorgan Hazard,Belgium,4,True
791,Marek Heinz,Czech Republic,4,False
792,Hélder,Portugal,4,False
793,Jeff Hendrick,Ireland,4,True
794,Matthias Herget,Germany,4,False
795,Adam Hložek,Czech Republic,4,True
796,Glenn Hoddle,England,4,False
797,Uli Hoeneß,Germany,4,False
798,Wes Hoolahan,Ireland,4,False
799,Patrik Hrošovský,Slovakia,4,True
800,Roman Hubník,Czech Republic,4,False
801,Hugo Almeida,Portugal,4,False
802,Klaas-Jan Huntelaar,Netherlands,4,False
803,Eike Immel,Germany,4,False
804,Klas Ingesson,Sweden,4,False
805,Filippo Inzaghi,Italy,4,False
806,Alexander Isak,Sweden,4,True
807,Yuriy Istomin,USSR,4,False
808,Valentin Ivanov,USSR,4,False
809,Marat Izmailov,Russia,4,False
810,Andreas Jakobsson,Sweden,4,False
811,Dan James,Wales,4,True
812,David James,England,4,False
813,Robert Jarni,Croatia,4,False
814,Petr Jiráček,Czech Republic,4,False
815,Martin Jiránek,Czech Republic,4,False
816,João Pinto,Portugal,4,False
817,Glen Johnson,England,4,False
818,Jordão,Portugal,4,False
819,José Fonte,Portugal,4,True
820,Juanfran,Spain,4,False
821,Vladimir Jugović,Yugoslavia,4,False
822,Pavel Kadeřábek,Czech Republic,4,True
823,Nihat Kahveci,Turkey,4,False
824,Saša Kalajdžić,Austria,4,True
825,Manfred Kaltz,Germany,4,False
826,Vladimir Kaplichniy,USSR,4,False
827,Bartosz Kapustka,Poland,4,True
828,Aleksandr Kerzhakov,Russia,4,False
829,Dmitriy Kharin,RussiaCIS,4,False
830,Wim Kieft,Netherlands,4,False
831,Presnel Kimpembe,France,4,True
832,Gábor Király,Hungary,4,False
833,Kees Kist,Netherlands,4,False
834,Erwin Koeman,Netherlands,4,False
835,Aleksandr Kokorin,Russia,4,True
836,Denis Kolodin,Russia,4,False
837,Matúš Kozáčik,Slovakia,4,False
838,Ján Kozák,CSSR,4,False
839,Emil Krafth,Sweden,4,True
840,Alex Král,Czech Republic,4,True
841,Ivica Kralj,Yugoslavia,4,False
842,Michael Krmenčík,Czech Republic,4,True
843,Bernard Lacombe,France,4,False
844,Konrad Laimer,Austria,4,True
845,Stefan Lainer,Austria,4,True
846,Frank Lampard,England,4,False
847,Ádám Lang,Hungary,4,True
848,Martin Laursen,Denmark,4,False
849,Joleon Lescott,England,4,False
850,Lima Pereira,Portugal,4,False
851,Anders Limpar,Sweden,4,False
852,Gennadiy Litovchenko,USSR,4,False
853,Dominik Livaković,Croatia,4,True
854,Vratislav Lokvenc,Czech Republic,4,False
855,Maceda,Spain,4,False
856,Krzysztof Mączyński,Poland,4,False
857,Ludovic Magnin,Switzerland,4,False
858,Sepp Maier,Germany,4,False
859,Donyell Malen,Netherlands,4,True
860,Ruslan Malinovskiy,Ukraine,4,True
861,Roberto Mancini,Italy,4,False
862,Ioannis Maniatis,Greece,4,False
863,Marcos Llorente,Spain,4,True
864,Kylian Mbappé,France,4,True
865,Gareth McAuley,Northern Ireland,4,False
866,James McCarthy,Ireland,4,True
867,Michael McGovern,Northern Ireland,4,True
868,Walter Meeuws,Belgium,4,False
869,Mehmet Aurélio,Turkey,4,False
870,Mendieta,Spain,4,False
871,Míchel Salgado,Spain,4,False
872,Predrag Mijatović,Yugoslavia,4,False
873,Savo Milošević,Yugoslavia,4,False
874,Raymond Mommens,Belgium,4,False
875,Riccardo Montolivo,Italy,4,False
876,Kieffer Moore,Wales,4,True
877,Joe Morrell,Wales,4,True
878,Aleksandr Mostovoy,Russia,4,False
879,Hansi Müller,Germany,4,False
880,Vitaliy Mykolenko,Ukraine,4,True
881,Nélson Oliveira,Portugal,4,True
882,Václav Němeček,Czech Republic,4,False
883,Kent Nielsen,Denmark,4,False
884,Demis Nikolaidis,Greece,4,False
885,Nemanja Nikolić,Hungary,4,False
886,Nolito,Spain,4,False
887,Oliver Norwood,Northern Ireland,4,True
888,Robin Olsen,Sweden,4,True
889,Kristoffer Olsson,Sweden,4,True
890,Kyriakos Papadopoulos,Greece,4,True
891,Scott Parker,England,4,False
892,Marco Parolo,Italy,4,False
893,Paulo Bento,Portugal,4,False
894,Tomáš Pekhart,Czech Republic,4,True
895,Graziano Pellè,Italy,4,False
896,Pep Guardiola,Spain,4,False
897,Matteo Pessina,Italy,4,True
898,Bruno Petković,Croatia,4,True
899,Florentin Petre,Romania,4,False
900,Mladen Petrić,Croatia,4,False
901,Torben Piechnik,Denmark,4,False
902,Václav Pilař,Czech Republic,4,True
903,Viktor Ponedelnik,USSR,4,False
904,Christian Poulsen,Denmark,4,False
905,Sebastian Prödl,Austria,4,False
906,Robin Quaison,Sweden,4,True
907,Ole Qvist,Denmark,4,False
908,Adrien Rabiot,France,4,True
909,Darren Randolph,Ireland,4,True
910,Thomas Ravelli,Sweden,4,False
911,Ante Rebić,Croatia,4,True
912,Michel Renquin,Belgium,4,False
913,Connor Roberts,Wales,4,True
914,Joe Rodon,Wales,4,True
915,Markus Rosenberg,Sweden,4,False
916,Bryan Roy,Netherlands,4,False
917,Rúben Dias,Portugal,4,True
918,Antonio Rüdiger,Germany,4,True
919,Ivan Saenko,Russia,4,False
920,Bukayo Saka,England,4,True
921,Tuncay Şanlı,Turkey,4,False
922,Sabri Sarıoğlu,Turkey,4,False
923,Xaver Schlager,Austria,4,True
924,Georg Schwarzenbeck,Germany,4,False
925,Gaetano Scirea,Italy,4,False
926,Albert Shesternev,USSR,4,False
927,Mikaël Silvestre,France,4,False
928,Martin Škrtel,Slovakia,4,False
929,Chris Smalling,England,4,True
930,Thomas Sørensen,Denmark,4,False
931,Leonardo Spinazzola,Italy,4,True
932,Trevor Steven,England,4,False
933,Danijel Subašić,Croatia,4,False
934,Davor Šuker,Croatia,4,False
935,Marco Tardelli,Italy,4,False
936,Jonas Thern,Sweden,4,False
937,Olaf Thon,Germany,4,False
938,Youri Tielemans,Belgium,4,True
939,Rafael Tolói,Italy,4,True
940,Luca Toni,Italy,4,False
941,Stig Tøfting,Denmark,4,False
942,Vassilios Tsiartas,Greece,4,False
943,Viktor Tsygankov,Ukraine,4,True
944,Anatoliy Tymoshchuk,Ukraine,4,False
945,Urquiaga,Spain,4,False
946,Urzáiz,Spain,4,False
947,Valerón,Spain,4,False
948,Patrick van Aanholt,Netherlands,4,True
949,René van de Kerkhof,Netherlands,4,False
950,François van der Elst,Belgium,4,False
951,Andy van der Meyde,Netherlands,4,False
952,Wilfried Van Moer,Belgium,4,False
953,Raphaël Varane,France,4,True
954,Ruben Vargas,Switzerland,4,True
955,Darius Vassell,England,4,False
956,Gianluca Vialli,Italy,4,False
957,Vidigal,Portugal,4,False
958,Ladislav Vízek,CSSR,4,False
959,Goran Vlaović,Croatia,4,False
960,Nikola Vlašić,Croatia,4,True
961,Sam Vokes,Wales,4,True
962,Šime Vrsaljko,Croatia,4,False
963,Theo Walcott,England,4,False
964,Jamie Ward,Northern Ireland,4,False
965,Conor Washington,Northern Ireland,4,True
966,Neil Webb,England,4,False
967,Wout Weghorst,Netherlands,4,True
968,Danny Welbeck,England,4,True
969,Raphaël Wicky,Switzerland,4,False
970,Silvan Widmer,Switzerland,4,True
971,Georginio Wijnaldum,Netherlands,4,True
972,Jonny Williams,Wales,4,True
973,Herbert Wimmer,Germany,4,False
974,Richard Witschge,Netherlands,4,False
975,Rob Witschge,Netherlands,4,False
976,Chris Woods,England,4,False
977,Lev Yashin,USSR,4,False
978,Ashley Young,England,4,True
979,Walter Zenga,Italy,4,False
980,Piotr Zieliński,Poland,4,True
981,Steven Zuber,Switzerland,4,True
982,Ignazio Abate,Italy,3,False
983,Amir Abrashi,Albania,3,True
984,Francesco Acerbi,Italy,3,True
985,Milenko Ačimovič,Slovenia,3,False
986,Ché Adams,Scotland,3,True
987,Arijan Ademi,North Macedonia,3,True
988,Aduriz,Spain,3,False
989,Daniel Agger,Denmark,3,False
990,Ansi Agolli,Albania,3,False
991,Albelda,Spain,3,False
992,John Aldridge,Ireland,3,False
993,Dmitriy Alenichev,Russia,3,False
994,Alexanko,Spain,3,False
995,Ezgjan Alioski,North Macedonia,3,True
996,Robert Almer,Austria,3,False
997,Ioannis Amanatidis,Greece,3,False
998,Amavisca,Spain,3,False
999,Guillermo Amor,Spain,3,False
1000,Ethan Ampadu,Wales,3,True
1001,Joachim Andersen,Denmark,3,True
1002,Stephan Andersen,Denmark,3,False
1003,Florin Andone,Romania,3,True
1004,André Silva,Portugal,3,True
1005,Keith Andrews,Ireland,3,False
1006,Andrinúa,Spain,3,False
1007,Giancarlo Antognoni,Italy,3,False
1008,Paulus Arajuuri,Finland,3,True
1009,Aranzábal,Spain,3,False
1010,Stuart Armstrong,Scotland,3,True
1011,Vitālijs Astafjevs,Latvia,3,False
1012,René Aufhauser,Austria,3,False
1013,Kaan Ayhan,Turkey,3,True
1014,Volkan Babacan,Turkey,3,True
1015,Bakero,Spain,3,False
1016,Eirik Bakke,Norway,3,False
1017,Krasimir Balakov,Bulgaria,3,False
1018,Antonín Barák,Czech Republic,3,True
1019,Enis Bardhi,North Macedonia,3,True
1020,Giuseppe Baresi,Italy,3,False
1021,John Barnes,England,3,False
1022,Tranquillo Barnetta,Switzerland,3,False
1023,Michy Batshuayi,Belgium,3,True
1024,Mehmed Baždarević,Yugoslavia,3,False
1025,Jan Bednarek,Poland,3,True
1026,Jude Bellingham,England,3,True
1027,Bruno Bellone,France,3,False
1028,Lars Bender,Germany,3,False
1029,Nicklas Bendtner,Denmark,3,False
1030,Ferenc Bene,Hungary,3,False
1031,Pierre Bengtsson,Sweden,3,False
1032,Christian Benteke,Belgium,3,True
1033,Dimitar Berbatov,Bulgaria,3,False
1034,Bartosz Bereszyński,Poland,3,True
1035,Erik Berg,Sweden,3,False
1036,André Bergdølmo,Norway,3,False
1037,Etrit Berisha,Albania,3,True
1038,Artem Besedin,Ukraine,3,True
1039,Vladimir Bezsonov,USSR,3,False
1040,Manfred Binz,Germany,3,False
1041,Theodór Elmar Bjarnason,Iceland,3,False
1042,Oļegs Blagonadeždins,Latvia,3,False
1043,Imants Bleidelis,Latvia,3,False
1044,Danny Blind,Netherlands,3,False
1045,Sebastian Boenisch,Poland,3,False
1046,Basile Boli,France,3,False
1047,László Bölöni,Romania,3,False
1048,Pat Bonner,Ireland,3,False
1049,Artur Boruc,Poland,3,False
1050,Bosingwa,Portugal,3,False
1051,Endre Botka,Hungary,3,True
1052,Bjørn Otto Bragstad,Norway,3,False
1053,Josip Brekalo,Croatia,3,True
1054,David Brooks,Wales,3,True
1055,Dmitriy Bulykin,Russia,3,False
1056,Tarcisio Burgnich,Italy,3,False
1057,Craig Burley,Scotland,3,False
1058,Tomislav Butina,Croatia,3,False
1059,Butragueño,Spain,3,False
1060,Vladimir Bystrov,Russia,3,False
1061,Uğurcan Çakır,Turkey,3,True
1062,Colin Calderwood,Scotland,3,False
1063,Rodion Cămătaru,Romania,3,False
1064,Caminero,Spain,3,False
1065,Cañizares,Spain,3,False
1066,Éric Cantona,France,3,False
1067,Capucho,Portugal,3,False
1068,John Carew,Norway,3,False
1069,Carlos Manuel,Portugal,3,False
1070,Andy Carroll,England,3,True
1071,Pierluigi Casiraghi,Italy,3,False
1072,Bernard Casoni,France,3,False
1073,Aleš Čeh,Slovenia,3,False
1074,Zeki Çelik,Turkey,3,True
1075,Servet Çetin,Turkey,3,False
1076,Andrey Chernyshov,CIS,3,False
1077,Vlad Chiricheş,Romania,3,True
1078,José Cholevas,Greece,3,False
1079,Nico Claesen,Belgium,3,False
1080,Gaël Clichy,France,3,False
1081,Răzvan Cociş,Romania,3,False
1082,Paul Codrea,Romania,3,False
1083,Søren Colding,Denmark,3,False
1084,John Collins,Scotland,3,False
1085,Antonio Conte,Italy,3,False
1086,Marcel Coraş,Romania,3,False
1087,Alessandro Costacurta,Italy,3,False
1088,Grégory Coupet,France,3,False
1089,Simon Cox,Ireland,3,False
1090,Bernd Cullmann,Germany,3,False
1091,Custódio,Portugal,3,False
1092,Mladen Dabanovič,Slovenia,3,False
1093,Olivier Dacourt,France,3,False
1094,Milan Damjanović,Yugoslavia,3,False
1095,Walter De Greef,Belgium,3,False
1096,Matthijs de Ligt,Netherlands,3,True
1097,Marten de Roon,Netherlands,3,True
1098,Filip De Wilde,Belgium,3,False
1099,Michel De Wolf,Belgium,3,False
1100,Eric Deflandre,Belgium,3,False
1101,Sebastian Deisler,Germany,3,False
1102,Marco Delvecchio,Italy,3,False
1103,Merih Demiral,Turkey,3,True
1104,Volkan Demirel,Turkey,3,False
1105,Jason Denayer,Belgium,3,True
1106,Leander Dendoncker,Belgium,3,True
1107,Igor Denisov,Russia,3,False
1108,Marko Dević,Ukraine,3,False
1109,Alessandro Diamanti,Italy,3,False
1110,Diamantino,Portugal,3,False
1111,Alou Diarra,France,3,False
1112,Nicolae Dică,Romania,3,False
1113,Stole Dimitrievski,North Macedonia,3,True
1114,Igor Diveev,Russia,3,True
1115,Angelo Domenghini,Italy,3,False
1116,Domingos Paciência,Portugal,3,False
1117,Martin Dúbravka,Slovakia,3,True
1118,Damien Duff,Ireland,3,False
1119,Richard Dunne,Ireland,3,False
1120,Lyndon Dykes,Scotland,3,True
1121,Alan Dzagoev,Russia,3,False
1122,Georgi Dzhikiya,Russia,3,True
1123,Éder,Portugal,3,False
1124,Erik Edman,Sweden,3,False
1125,Eduardo,Croatia,3,False
1126,David Edwards,Wales,3,False
1127,Dan Eggen,Norway,3,False
1128,Johnny Ekström,Sweden,3,False
1129,Eljif Elmas,North Macedonia,3,True
1130,Eric García,Spain,3,True
1131,Corry Evans,Northern Ireland,3,True
1132,Vadim Evseev,Russia,3,False
1133,Fabián Ruiz,Spain,3,True
1134,Giacinto Facchetti,Italy,3,False
1135,Mirsad Fazlagić,Yugoslavia,3,False
1136,Artem Fedetskiy,Ukraine,3,False
1137,Marouane Fellaini,Belgium,3,False
1138,Fernando Gomes,Portugal,3,False
1139,Fernando Meira,Portugal,3,False
1140,Alfreð Finnbogason,Iceland,3,True
1141,Tore André Flo,Norway,3,False
1142,Phil Foden,England,3,True
1143,Folha,Portugal,3,False
1144,Przemysław Frankowski,Poland,3,True
1145,Alexander Frei,Switzerland,3,False
1146,Diego Fuser,Italy,3,False
1147,Miroslav Gajdůšek,CSSR,3,False
1148,Maik Galakos,Greece,3,False
1149,Marinko Galič,Slovenia,3,False
1150,Tony Galvin,Ireland,3,False
1151,Ionel Ganea,Romania,3,False
1152,Shay Given,Ireland,3,False
1153,Goikoetxea,Spain,3,False
1154,Gökhan Gönül,Turkey,3,False
1155,Bart Goor,Belgium,3,False
1156,Leon Goretzka,Germany,3,True
1157,Richard Gough,Scotland,3,False
1158,Dejan Govedarica,Yugoslavia,3,False
1159,Michael Gregoritsch,Austria,3,True
1160,Dragoş Grigore,Romania,3,True
1161,Florian Grillitsch,Austria,3,True
1162,Georges Grün,Belgium,3,False
1163,Ivan Gudelj,Yugoslavia,3,False
1164,John Guidetti,Sweden,3,True
1165,Péter Gulácsi,Hungary,3,True
1166,İlkay Gündoğan,Germany,3,True
1167,Oleg Gusev,Ukraine,3,False
1168,Arie Haan,Netherlands,3,False
1169,Grant Hanley,Scotland,3,True
1170,Petter Hansson,Sweden,3,False
1171,Lukáš Haraslín,Slovakia,3,True
1172,Owen Hargreaves,England,3,False
1173,Mark Hateley,England,3,False
1174,Tayfur Havutçu,Turkey,3,False
1175,Magnus Hedman,Sweden,3,False
1176,Colin Hendry,Scotland,3,False
1177,Emile Heskey,England,3,False
1178,Ovidiu Hoban,Romania,3,False
1179,Dragan Holcer,Yugoslavia,3,False
1180,Ray Houghton,Ireland,3,False
1181,Hugo Hovenkamp,Netherlands,3,False
1182,Jes Høgh,Denmark,3,False
1183,Lukáš Hrádecký,Finland,3,True
1184,Marian Hristov,Bulgaria,3,False
1185,Horst Hrubesch,Germany,3,False
1186,Benjamin Huggel,Switzerland,3,False
1187,Aaron Hughes,Northern Ireland,3,False
1188,Chris Hughton,Ireland,3,False
1189,Elseid Hysaj,Albania,3,True
1190,Selçuk İnan,Turkey,3,False
1191,Vedat İnceefe,Turkey,3,False
1192,Gökhan Inler,Switzerland,3,True
1193,Ivailo Iordanov,Bulgaria,3,False
1194,Aleksandrs Isakovs,Latvia,3,False
1195,Trifon Ivanov,Bulgaria,3,False
1196,Andreas Ivanschitz,Austria,3,False
1197,Luka Ivanušec,Croatia,3,True
1198,Steffen Iversen,Norway,3,False
1199,Lars Jacobsen,Denmark,3,False
1200,Jaime Pacheco,Portugal,3,False
1201,Zoran Janković,Bulgaria,3,False
1202,David Jarolím,Czech Republic,3,False
1203,Nikica Jelavić,Croatia,3,False
1204,Claus Jensen,Denmark,3,False
1205,Daniel Jensen,Denmark,3,False
1206,Niclas Jensen,Denmark,3,False
1207,Jens Jeremies,Germany,3,False
1208,Nikola Jerkan,Croatia,3,False
1209,Jesús Navas,Spain,3,True
1210,Jesús Zamora,Spain,3,False
1211,Slaviša Jokanović,Yugoslavia,3,False
1212,Mattias Jonson,Sweden,3,False
1213,Kamil Jóźwiak,Poland,3,True
1214,Juanito,Spain,3,False
1215,Roland Juhász,Hungary,3,False
1216,Julio Salinas,Spain,3,False
1217,Nikola Jurčević,Croatia,3,False
1218,Tamás Kádár,Hungary,3,True
1219,İrfan Kahveci,Turkey,3,True
1220,Nikola Kalinić,Croatia,3,True
1221,Glen Kamara,Finland,3,True
1222,Gökdeniz Karadeniz,Turkey,3,False
1223,Kenan Karaman,Turkey,3,True
1224,Vyacheslav Karavaev,Russia,3,True
1225,Amir Karič,Slovenia,3,False
1226,Valeriy Karpin,Russia,3,False
1227,Andrey Karyaka,Russia,3,False
1228,Srečko Katanec,Yugoslavia,3,False
1229,Joni Kauko,Finland,3,True
1230,Suat Kaya,Turkey,3,False
1231,Kevin Keegan,England,3,False
1232,Roman Kienast,Austria,3,False
1233,Kiko,Spain,3,False
1234,Andy King,Wales,3,True
1235,Sergey Kiryakov,RussiaCIS,3,False
1236,Florian Klein,Austria,3,False
1237,Michael Klein,Romania,3,False
1238,Mateusz Klich,Poland,3,True
1239,Dario Knežević,Croatia,3,False
1240,Daniel Kolář,Czech Republic,3,False
1241,Aleksandrs Koļinko,Latvia,3,False
