,Player,Country,Matches,Active
1242,Slobodan Komljenović,Yugoslavia,3,False
1243,Ümit Korkmaz,Austria,3,False
1244,Giorgios Kostikos,Greece,3,False
1245,Dinos Kouis,Greece,3,False
1246,Viktor Kovalenko,Ukraine,3,True
1247,Ladislav Krejčí,Czech Republic,3,True
1248,Michael Krohn-Dehli,Denmark,3,False
1249,Jacek Krzynówek,Poland,3,False
1250,Luboš Kubík,Czech Republic,3,False
1251,Dmitriy Kuznetsov,CIS,3,False
1252,Daler Kuzyaev,Russia,3,True
1253,William Kvist,Denmark,3,False
1254,Sotirios Kyrgiakos,Greece,3,False
1255,Dražen Ladić,Croatia,3,False
1256,David Lafata,Czech Republic,3,False
1257,Kyle Lafferty,Northern Ireland,3,False
1258,Juris Laizāns,Latvia,3,False
1259,Adam Lallana,England,3,True
1260,Zdravko Lazarov,Bulgaria,3,False
1261,Yvon Le Roux,France,3,False
1262,Jerko Leko,Croatia,3,False
1263,Ermir Lenjani,Albania,3,True
1264,Yordan Letchkov,Bulgaria,3,False
1265,Mariusz Lewandowski,Poland,3,False
1266,Tobias Linderoth,Sweden,3,False
1267,Spyros Livathinos,Greece,3,False
1268,Valentins Lobaņovs,Latvia,3,False
1269,Bogdan Lobonţ,Romania,3,False
1270,Robin Lod,Finland,3,True
1271,López,Spain,3,False
1272,Teddy Lučić,Sweden,3,False
1273,Wojciech Łobodziński,Poland,3,False
1274,Yann M'Vila,France,3,True
1275,Jürgen Macho,Austria,3,False
1276,Josh Magennis,Northern Ireland,3,True
1277,Christian Maggio,Italy,3,False
1278,Pavel Mamaev,Russia,3,False
1279,Manjarín,Spain,3,False
1280,Manu Sarabia,Spain,3,False
1281,Mário Fernandes,Russia,3,True
1282,David Marshall,Scotland,3,True
1283,Anthony Martial,France,3,True
1284,Martín Vázquez,Spain,3,False
1285,Bruno Martini,France,3,False
1286,Mërgim Mavraj,Albania,3,False
1287,Thomas Mavros,Greece,3,False
1288,Mick McCarthy,Ireland,3,False
1289,Brian McClair,Scotland,3,False
1290,John McGinn,Scotland,3,True
1291,Niall McGinn,Northern Ireland,3,True
1292,Callum McGregor,Scotland,3,True
1293,Dave McPherson,Scotland,3,False
1294,Paul McStay,Scotland,3,False
1295,Scott McTominay,Scotland,3,True
1296,Jérémy Ménez,France,3,True
1297,Chris Mepham,Wales,3,True
1298,Philippe Mexès,France,3,False
1299,Míchel,Spain,3,False
1300,Boris Mihailov,Bulgaria,3,False
1301,Siniša Mihajlović,Yugoslavia,3,False
1302,Tobias Mikkelsen,Denmark,3,False
1303,Artem Milevskiy,Ukraine,3,False
1304,Željko Milinovič,Slovenia,3,False
1305,Frank Mill,Germany,3,False
1306,Luc Millecamps,Belgium,3,False
1307,Tyrone Mings,England,3,True
1308,Aleksey Miranchuk,Russia,3,True
1309,Johan Mjällby,Sweden,3,False
1310,Mladen Mladenović,Croatia,3,False
1311,Kevin Moran,Ireland,3,False
1312,Morientes,Spain,3,False
1313,Ivica Mornar,Croatia,3,False
1314,Chris Morris,Ireland,3,False
1315,Émile Mpenza,Belgium,3,False
1316,Maksim Mukhin,Russia,3,True
1317,Vahidin Musemić,Yugoslavia,3,False
1318,Visar Musliu,North Macedonia,3,True
1319,Roberto Mussi,Italy,3,False
1320,Thomas Myhre,Norway,3,False
1321,Erik Mykland,Norway,3,False
1322,Dick Nanninga,Netherlands,3,False
1323,Sergiy Nazarenko,Ukraine,3,False
1324,Tomáš Necid,Czech Republic,3,True
1325,Loïc Négo,Hungary,3,True
1326,Nélson Semedo,Portugal,3,True
1327,Jaroslav Netolička,CSSR,3,False
1328,Bănel Nicoliţă,Romania,3,False
1329,Daniel Niculae,Romania,3,False
1330,Allan Nielsen,Denmark,3,False
1331,Boban Nikolov,North Macedonia,3,True
1332,Luc Nilis,Belgium,3,False
1333,Sotiris Ninis,Greece,3,True
1334,Kevin Nisbet,Scotland,3,True
1335,Džoni Novak,Slovenia,3,False
1336,Stephen O'Donnell,Scotland,3,True
1337,Daniel O'Shaughnessy,Finland,3,True
1338,Ludovic Obraniak,Poland,3,False
1339,Oceano,Portugal,3,False
1340,André Ooijer,Netherlands,3,False
1341,Willi Orbán,Hungary,3,True
1342,Gabriele Oriali,Italy,3,False
1343,Milan Osterc,Slovenia,3,False
1344,Alex Oxlade-Chamberlain,England,3,True
1345,Magomed Ozdoev,Russia,3,True
1346,Oğuzhan Özyakup,Turkey,3,True
1347,Paco Jémez,Spain,3,False
1348,Marians Pahars,Latvia,3,False
1349,Carlton Palmer,England,3,False
1350,Goran Pandev,North Macedonia,3,False
1351,Ilija Pantelić,Yugoslavia,3,False
1352,Sokratis Papastathopoulos,Greece,3,True
1353,Jean-Pierre Papin,France,3,False
1354,Marco Pascolo,Switzerland,3,False
1355,Blagoje Paunović,Yugoslavia,3,False
1356,Benjamin Pavard,France,3,True
1357,Miran Pavlin,Slovenia,3,False
1358,Miroslav Pavlović,Yugoslavia,3,False
1359,Reynald Pedros,France,3,False
1360,Ergün Penbe,Turkey,3,False
1361,Luboslav Penev,Bulgaria,3,False
1362,Christian Pérez,France,3,False
1363,Damien Perquis,Poland,3,False
1364,Angelo Peruzzi,Italy,3,False
1365,Sławomir Peszko,Poland,3,False
1366,Emmanuel Petit,France,3,False
1367,Martin Petrov,Bulgaria,3,False
1368,Ádám Pintér,Hungary,3,False
1369,Marko Pjaca,Croatia,3,True
1370,Emanuel Pogatetz,Austria,3,False
1371,Joel Pohjanpalo,Finland,3,True
1372,Jan Polák,Czech Republic,3,False
1373,Eugen Polański,Poland,3,False
1374,Simon Poulsen,Denmark,3,False
1375,Andrejs Prohorenkovs,Latvia,3,False
1376,Robert Prosinečki,Croatia,3,False
1377,Dado Pršo,Croatia,3,False
1378,Tymoteusz Puchacz,Poland,3,True
1379,Teemu Pukki,Finland,3,True
1380,Yvan Quentin,Switzerland,3,False
1381,Florin Răducioiu,Romania,3,False
1382,Rafa Silva,Portugal,3,True
1383,Jukka Raitala,Finland,3,True
1384,Yaroslav Rakitskiy,Ukraine,3,True
1385,Milan Rapaić,Croatia,3,False
1386,Raúl Bravo,Spain,3,False
1387,Mircea Rednic,Romania,3,False
1388,Johnny Rep,Netherlands,3,False
1389,Tomáš Řepka,Czech Republic,3,False
1390,Jan Rezek,Czech Republic,3,False
1391,Marc Rieper,Denmark,3,False
1392,Paulo Rink,Germany,3,False
1393,Stefan Ristovski,North Macedonia,3,True
1394,Andy Robertson,Scotland,3,True
1395,Bryan Robson,England,3,False
1396,Alain Roche,France,3,False
1397,Roger,Poland,3,False
1398,Rolando,Portugal,3,False
1399,Danny Rose,England,3,False
1400,Odise Roshi,Albania,3,True
1401,Đovani Roso,Croatia,3,False
1402,Rubén Baraja,Spain,3,False
1403,Andrejs Rubins,Latvia,3,False
1404,Mladen Rudonja,Slovenia,3,False
1405,Rui Jorge,Portugal,3,False
1406,Armando Sadiku,Albania,3,True
1407,Marek Saganowski,Poland,3,False
1408,Roland Sallai,Hungary,3,True
1409,Salva,Spain,3,False
1410,Saffet Sancaklı,Turkey,3,False
1411,Sanchís,Spain,3,False
1412,Jadon Sancho,England,3,True
1413,Cristian Săpunaru,Romania,3,True
1414,Ľubomír Šatka,Slovakia,3,True
1415,Jürgen Säumel,Austria,3,False
1416,Saura,Spain,3,False
1417,Niša Saveljić,Yugoslavia,3,False
1418,András Schäfer,Hungary,3,True
1419,Bernd Schneider,Germany,3,False
1420,Rasmus Schüller,Finland,3,True
1421,Stefan Schwarz,Sweden,3,False
1422,Enzo Scifo,Belgium,3,False
1423,Secretário,Portugal,3,False
1424,Yevgen Selin,Ukraine,3,True
1425,Tibor Selymes,Romania,3,False
1426,Philippe Senderos,Switzerland,3,False
1427,Dmitriy Sennikov,Russia,3,False
1428,Ciriaco Sforza,Switzerland,3,False
1429,Kevin Sheedy,Ireland,3,False
1430,Andriy Shevchenko,Ukraine,3,False
1431,Peter Shilton,England,3,False
1432,Michail Sifakis,Greece,3,False
1433,Libor Sionko,Czech Republic,3,False
1434,Didier Six,France,3,False
1435,Ebi Smolarek,Poland,3,False
1436,Igor Smolnikov,Russia,3,False
1437,Fedor Smolov,Russia,3,True
1438,Tomo Šokota,Croatia,3,False
1439,Zvonimir Soldo,Croatia,3,False
1440,Ole Gunnar Solskjær,Norway,3,False
1441,Çağlar Söyüncü,Turkey,3,True
1442,John Spencer,Scotland,3,False
1443,Christoph Spycher,Switzerland,3,False
1444,Pavel Srníček,Czech Republic,3,False
1445,Sean St Ledger,Ireland,3,False
1446,Lorenzo Staelens,Belgium,3,False
1447,Bogdan Stancu,Romania,3,False
1448,Mario Stanić,Croatia,3,False
1449,Frank Stapleton,Ireland,3,False
1450,Costică Ștefănescu,Romania,3,False
1451,Igors Stepanovs,Latvia,3,False
1452,Gary Stevens,England,3,False
1453,Zoltán Stieber,Hungary,3,True
1454,Jörg Stiel,Switzerland,3,False
1455,Igor Štimac,Croatia,3,False
1456,Hristo Stoichkov,Bulgaria,3,False
1457,Nenad Stojković,Yugoslavia,3,False
1458,Steve Stone,England,3,False
1459,Fredrik Stoor,Sweden,3,False
1460,Martin Stranzl,Austria,3,False
1461,Branko Strupar,Belgium,3,False
1462,Stefano Sturaro,Italy,3,True
1463,Daniel Sturridge,England,3,False
1464,Josef Šural,Czech Republic,3,False
1465,Safet Sušić,Yugoslavia,3,False
1466,Dušan Švento,Slovakia,3,False
1467,Karol Świderski,Poland,3,True
1468,Attila Szalai,Hungary,3,True
1469,Gabriel Tamaş,Romania,3,False
1470,Ciprian Tătăruşanu,Romania,3,True
1471,Tavares,Portugal,3,False
1472,Omari Tetradze,Russia,3,False
1473,Phil Thompson,England,3,False
1474,Claus Thomsen,Denmark,3,False
1475,Jurriën Timber,Netherlands,3,True
1476,Joona Toivio,Finland,3,True
1477,Corentin Tolisso,France,3,True
1478,Tomás,Spain,3,False
1479,Dmitriy Torbinskiy,Russia,3,False
1480,Gabriel Torje,Romania,3,True
1481,Jérémy Toulalan,France,3,False
1482,Aleksandar Trajkovski,North Macedonia,3,True
1483,Ivan Tričkovski,North Macedonia,3,True
1484,Dobrivoje Trivić,Yugoslavia,3,False
1485,Ilia Tsymbalar,Russia,3,False
1486,Kubilay Türkyilmaz,Switzerland,3,False
1487,Przemysław Tytoń,Poland,3,True
1488,Tzanko Tzvetanov,Bulgaria,3,False
1489,Samuel Umtiti,France,3,True
1490,Cengiz Ünder,Turkey,3,True
1491,Nicolae Ungureanu,Romania,3,False
1492,Jere Uronen,Finland,3,True
1493,Joos Valgaeren,Belgium,3,False
1494,John van 't Schip,Netherlands,3,False
1495,Michel van de Korput,Netherlands,3,False
1496,Gregory van der Wiel,Netherlands,3,False
1497,Nico Van Kerckhoven,Belgium,3,False
1498,Yves Vanderhaeghe,Belgium,3,False
1499,Jamie Vardy,England,3,True
1500,Varela,Portugal,3,False
1501,Ramon Vega,Switzerland,3,False
1502,Darko Velkovski,North Macedonia,3,True
1503,Stylianos Venetidis,Greece,3,False
1504,Frank Vercauteren,Belgium,3,False
1505,Gert Verheyen,Belgium,3,False
1506,René Verheyen,Belgium,3,False
1507,Māris Verpakovskis,Latvia,3,False
1508,Vicente,Spain,3,False
1509,Vieirinha,Portugal,3,True
1510,Christian Vieri,Italy,3,False
1511,Stanislav Vlček,Czech Republic,3,False
1512,Zlatko Vujović,Yugoslavia,3,False
1513,Matěj Vydra,Czech Republic,3,True
1514,Des Walker,England,3,False
1515,Dave Watson,England,3,False
1516,Timo Werner,Germany,3,True
1517,Sander Westerveld,Netherlands,3,False
1518,Ronnie Whelan,Ireland,3,False
1519,Ben Wijnstekers,Netherlands,3,False
1520,Ray Wilkins,England,3,False
1521,Jetro Willems,Netherlands,3,True
1522,Neco Williams,Wales,3,True
1523,Marc Wilmots,Belgium,3,False
1524,Jack Wilshere,England,3,False
1525,Harry Wilson,Wales,3,True
1526,Dennis Wise,England,3,False
1527,Tony Woodcock,England,3,False
1528,Christian Wörns,Germany,3,False
1529,Murat Yakin,Switzerland,3,False
1530,Zlatko Yankov,Bulgaria,3,False
1531,Yusuf Yazıcı,Turkey,3,True
1532,Okay Yokuşlu,Turkey,3,True
1533,Zlatko Zahovič,Slovenia,3,False
1534,Velimir Zajec,Yugoslavia,3,False
1535,Gökhan Zan,Turkey,3,False
1536,Simone Zaza,Italy,3,False
1537,Zdravko Zdravkov,Bulgaria,3,False
1538,Mihails Zemļinskis,Latvia,3,False
1539,Michał Żewłakow,Poland,3,False
1540,Niki Zimling,Denmark,3,False
1541,Roman Zobnin,Russia,3,True
1542,Gianfranco Zola,Italy,3,False
1543,Roman Zozulya,Ukraine,3,False
1544,Abel Xavier,Portugal,2,False
1545,Éric Abidal,France,2,False
1546,Valentin Afonin,USSR,2,False
1547,Arlind Ajeti,Albania,2,True
1548,Nathan Aké,Netherlands,2,True
1549,Evgeniy Aldonin,Russia,2,False
1550,Denis Alibec,Romania,2,True
1551,Álvaro Negredo,Spain,2,True
1552,Amancio,Spain,2,False
1553,Pietro Anastasi,Italy,2,False
1554,Nikos Anastopoulos,Greece,2,False
1555,Anders Andersson,Sweden,2,False
1556,Viktor Anichkin,USSR,2,False
1557,Paraskevas Antzas,Greece,2,False
1558,Luigi Apolloni,Italy,2,False
1559,Alberto Aquilani,Italy,2,False
1560,Christos Ardizoglou,Greece,2,False
1561,Asensi,Spain,2,False
1562,Jacek Bąk,Poland,2,False
1563,László Bálint,Hungary,2,False
1564,Gordon Banks,England,2,False
1565,Dmitry Barinov,Russia,2,True
1566,David Batty,England,2,False
1567,Frank Baumann,Germany,2,False
1568,Anatoly Baydachniy,USSR,2,False
1569,Peter Beardsley,England,2,False
1570,Erich Beer,Germany,2,False
1571,Belsué,Spain,2,False
1572,Hatem Ben Arfa,France,2,False
1573,Diego Benaglio,Switzerland,2,False
1574,László Bénes,Slovakia,2,True
1575,Steven Berghuis,Netherlands,2,True
1576,Carl Bertelsen,Denmark,2,False
1577,Beto,Portugal,2,False
1578,Morten Bisgaard,Denmark,2,False
1579,Nenad Bjelica,Croatia,2,False
1580,Stig Inge Bjørnebye,Norway,2,False
1581,Dániel Böde,Hungary,2,True
1582,Rainer Bonhof,Germany,2,False
1583,Christophe Bonvin,Switzerland,2,False
1584,Scott Booth,Scotland,2,False
1585,Uğur Boral,Turkey,2,False
1586,Tim Borowski,Germany,2,False
1587,John Bosman,Netherlands,2,False
1588,Jean-Alain Boumsong,France,2,False
1589,Dedryck Boyata,Belgium,2,True
1590,Kasper Bøgelund,Denmark,2,False
1591,Paul Breitner,Germany,2,False
1592,Trevor Brooking,England,2,False
1593,Paweł Brożek,Poland,2,False
1594,Bruno Soriano,Spain,2,False
1595,Kenneth Brylle,Denmark,2,False
1596,Titus Buberník,CSSR,2,False
1597,Vlastimil Bubník,CSSR,2,False
1598,Valentin Bubukin,USSR,2,False
1599,Aleksey Bugaev,Russia,2,False
1600,Ivan Buljan,Yugoslavia,2,False
1601,Bogdan Butko,Ukraine,2,True
1602,Anatoliy Byshovets,USSR,2,False
1603,Antonio Cabrini,Italy,2,False
1604,Cadete,Portugal,2,False
1605,Duje Ćaleta-Car,Croatia,2,True
1606,Calleja,Spain,2,False
1607,Dominic Calvert-Lewin,England,2,True
1608,Lorik Cana,Albania,2,False
1609,Vincent Candela,France,2,False
1610,Antonio Candreva,Italy,2,True
1611,Ján Čapkovič,CSSR,2,False
1612,Amedeo Carboni,Italy,2,False
1613,Tony Cascarino,Ireland,2,False
1614,Ernesto Castano,Italy,2,False
1615,Fabio Celestini,Switzerland,2,False
1616,Recep Çetin,Turkey,2,False
1617,Nacer Chadli,Belgium,2,True
1618,Konstantinos Chalkias,Greece,2,False
1619,Bobby Charlton,England,2,False
1620,Stanislav Cherchesov,Russia,2,False
1621,Enrico Chiesa,Italy,2,False
1622,Alexandru Chipciu,Romania,2,True
1623,Igor Chislenko,USSR,2,False
1624,Givi Chokheli,USSR,2,False
1625,Bent Christensen,Denmark,2,False
1626,Claus Christiansen,Denmark,2,False
1627,Simon Church,Wales,2,False
1628,Darko Churlinov,North Macedonia,2,True
1629,Liviu Ciobotariu,Romania,2,False
1630,Ciaran Clark,Ireland,2,True
1631,Ray Clemence,England,2,False
1632,Lei Clijsters,Belgium,2,False
1633,Ludo Coeck,Belgium,2,False
1634,James Collins,Wales,2,False
1635,Alexandre Comisetti,Switzerland,2,False
1636,Steve Coppell,England,2,False
1637,Boro Cvetković,Yugoslavia,2,False
1638,Tony Daley,England,2,False
1639,Dani,Spain,2,False
1640,John Danielsen,Denmark,2,False
1641,Ümit Davala,Turkey,2,False
1642,Luuk de Jong,Netherlands,2,True
1643,Ousmane Dembélé,France,2,True
1644,Halil Dervişoğlu,Turkey,2,True
1645,Roberto Di Matteo,Italy,2,False
1646,Lucas Digne,France,2,True
1647,Velizar Dimitrov,Bulgaria,2,False
1648,Diogo Dalot,Portugal,2,True
1649,Karol Dobiaš,CSSR,2,False
1650,Jean Dockx,Belgium,2,False
1651,Jérémy Doku,Belgium,2,True
1652,Milan Dolinský,CSSR,2,False
1653,Leon Dolmans,Belgium,2,False
1654,Kevin Doyle,Ireland,2,False
1655,Marin Dragnea,Romania,2,False
1656,Radek Drulák,Czech Republic,2,False
1657,Shane Duffy,Ireland,2,True
1658,Antal Dunai,Hungary,2,False
1659,Jean-Philippe Durand,France,2,False
1660,Vladimir Durković,Yugoslavia,2,False
1661,Jimmy Durmaz,Sweden,2,True
1662,Revaz Dzodzuashvili,USSR,2,False
1663,Goran Đorović,Yugoslavia,2,False
1664,Ákos Elek,Hungary,2,False
1665,Eliseu,Portugal,2,False
1666,Rasmus Elm,Sweden,2,False
1667,Lars Elstrup,Denmark,2,False
1668,Mevlüt Erdinç,Turkey,2,False
1669,John Eriksen,Denmark,2,False
1670,Caner Erkin,Turkey,2,True
1671,Gennadiy Evryuzhikhin,USSR,2,False
1672,Tibor Fábián,Hungary,2,False
1673,Christian Fassnacht,Switzerland,2,True
1674,Máté Fenyvesi,Hungary,2,False
1675,Ferran Olivella,Spain,2,False
1676,Jean-Marc Ferreri,France,2,False
1677,Giorgio Ferrini,Italy,2,False
1678,Heinz Flohe,Germany,2,False
1679,Giorgios Foiros,Greece,2,False
1680,Marcus Forss,Finland,2,True
1681,Kostas Fortounis,Greece,2,True
1682,Georgios Fotakis,Greece,2,False
1683,Robbie Fowler,England,2,False
1684,Fran,Spain,2,False
1685,Francisco,Spain,2,False
1686,Torben Frank,Denmark,2,False
1687,Ryan Fraser,Scotland,2,True
1688,Milan Fukal,Czech Republic,2,False
1689,Fusté,Spain,2,False
1690,Romulus Gabor,Romania,2,False
1691,Petr Gabriel,Czech Republic,2,False
1692,Milan Galić,Yugoslavia,2,False
1693,György Garics,Austria,2,False
1694,Denys Garmash,Ukraine,2,True
1695,István Géczi,Hungary,2,False
1696,Ruud Geels,Netherlands,2,False
1697,Bernard Genghini,France,2,False
1698,Sebastian Giovinco,Italy,2,False
1699,Dorin Goian,Romania,2,False
1700,Paweł Golański,Poland,2,False
1701,Bafétimbi Gomis,France,2,True
1702,Sidney Govou,France,2,False
1703,Marco Grassi,Switzerland,2,False
1704,Ryan Gravenberch,Netherlands,2,True
1705,Ján Greguš,Slovakia,2,True
1706,Aristide Guarneri,Italy,2,False
1707,Eiður Guðjohnsen,Iceland,2,False
1708,Guerrero,Spain,2,False
1709,Rolan Gusev,Russia,2,False
1710,Norbert Gyömbér,Slovakia,2,True
1711,Bernt Haas,Switzerland,2,False
1712,Sulejman Halilović,Yugoslavia,2,False
1713,Bent Hansen,Denmark,2,False
1714,Kaj Hansen,Denmark,2,False
1715,Vegard Heggem,Norway,2,False
1716,Marc Hendrikx,Belgium,2,False
1717,Lucas Hernández,France,2,True
1718,François Heutte,France,2,False
1719,Georges Heylens,Belgium,2,False
1720,Jupp Heynckes,Germany,2,False
1721,Peter Hoekstra,Netherlands,2,False
1722,Bernd Hölzenbein,Germany,2,False
1723,Horst-Dieter Höttges,Germany,2,False
1724,Marc Hottiger,Switzerland,2,False
1725,Jakub Hromada,Slovakia,2,True
1726,Petar Hubchev,Bulgaria,2,False
1727,Roger Hunt,England,2,False
1728,Norman Hunter,England,2,False
1729,Sverrir Ingason,Iceland,2,True
1730,Gino Iorgulescu,Romania,2,False
1731,Kostas Iosifidis,Greece,2,False
1732,Iríbar,Spain,2,False
1733,Vladimir Ivanov,Bulgaria,2,False
1734,Carsten Jancker,Germany,2,False
1735,Marc Janko,Austria,2,False
1736,Wim Jansen,Netherlands,2,False
1737,Sébastien Jeanneret,Switzerland,2,False
1738,Fredrik Jensen,Finland,2,True
1739,Drazan Jerković,Yugoslavia,2,False
1740,Jure Jerković,Yugoslavia,2,False
1741,João Palhinha,Portugal,2,True
1742,Joaquín,Spain,2,False
1743,Juanito,Spain,2,False
1744,István Juhász,Hungary,2,False
1745,Péter Juhász,Hungary,2,False
1746,Antonio Juliano,Italy,2,False
1747,Josip Juranović,Croatia,2,True
1748,Fahrudin Jusufi,Yugoslavia,2,False
1749,Tolunay Kafkas,Turkey,2,False
1750,Anthimos Kapsis,Greece,2,False
1751,Josip Katalinski,Yugoslavia,2,False
1752,Ray Kennedy,England,2,False
1753,Richard Keogh,Ireland,2,True
1754,Mateja Kežman,Yugoslavia,2,False
1755,Dmitriy Khokhlov,Russia,2,False
1756,Murtaz Khurtsilava,USSR,2,False
1757,Galimzyan Khusainov,USSR,2,False
1758,Ledley King,England,2,False
1759,Rosen Kirilov,Bulgaria,2,False
1760,Ulf Kirsten,Germany,2,False
1761,Radostin Kishishev,Bulgaria,2,False
1762,Ivan Klasnić,Croatia,2,False
1763,Aleksander Knavs,Slovenia,2,False
1764,Marcel Koller,Switzerland,2,False
1765,Viktor Kolotov,USSR,2,False
1766,Anatoliy Konkov,USSR,2,False
1767,Vassilios Konstantinou,Greece,2,False
1768,Bert Konterman,Netherlands,2,False
1769,Martin Koscelník,Slovakia,2,True
1770,Emil Kostadinov,Bulgaria,2,False
1771,Tihomir Kostadinov,North Macedonia,2,True
1772,Bora Kostić,Yugoslavia,2,False
1773,Darko Kovačević,Yugoslavia,2,False
1774,Yuriy Kovtun,Russia,2,False
1775,Kacper Kozłowski,Poland,2,True
1776,Erwin Kremers,Germany,2,False
1777,Anatoliy Krutikov,USSR,2,False
1778,Sergiy Kryvtsov,Ukraine,2,True
1779,Lajos Kü,Hungary,2,False
1780,Burim Kukeli,Albania,2,False
1781,Dejan Kulusevski,Sweden,2,True
1782,Giannis Kyrastas,Greece,2,False
1783,Brian Labone,England,2,False
1784,Marius Lăcătuş,Romania,2,False
1785,Vassilios Lakis,Greece,2,False
1786,Raoul Lambert,Belgium,2,False
1787,Paul Lambrichts,Belgium,2,False
1788,Michael Lang,Switzerland,2,True
1789,Lapetra,Spain,2,False
1790,Birger Larsen,Denmark,2,False
1791,John Lauridsen,Denmark,2,False
1792,Christoph Leitgeb,Austria,2,False
1793,Aleksandr Lenev,USSR,2,False
1794,Oscar Lewicki,Sweden,2,True
1795,Nikos Liberopoulos,Greece,2,False
1796,Verner Lička,CSSR,2,False
1797,Philipp Lienhart,Austria,2,True
1798,Andi Lila,Albania,2,False
1799,Karol Linetty,Poland,2,True
1800,Thomas Linke,Germany,2,False
1801,Roland Linz,Austria,2,False
1802,Gennadiy Logofet,USSR,2,False
1803,Dejan Lovren,Croatia,2,True
1804,Luis Enrique,Spain,2,False
1805,Luis Suárez,Spain,2,False
1806,Silviu Lung,Romania,2,False
1807,Ole Madsen,Denmark,2,False
1808,Felix Magath,Germany,2,False
1809,Evgeniy Makarenko,Ukraine,2,True
1810,Grigoris Makos,Greece,2,False
1811,Eduard Malofeev,USSR,2,False
1812,Maurice Malpas,Scotland,2,False
1813,Hami Mandıralı,Turkey,2,False
1814,Jean-Jaques Marcel,France,2,False
1815,Marcelino,Spain,2,False
1816,Paul Mariner,England,2,False
1817,Marlos,Ukraine,2,False
1818,Marvin Martin,France,2,False
1819,Anatoliy Maslenkin,USSR,2,False
1820,Josef Masopust,CSSR,2,False
1821,Marek Matějovský,Czech Republic,2,True
1822,Marco Materazzi,Italy,2,False
1823,Sandro Mazzola,Italy,2,False
1824,Terry McDermott,England,2,False
1825,Paul McGrath,Ireland,2,False
1826,Tosh McKinlay,Scotland,2,False
1827,Paddy McNair,Northern Ireland,2,True
1828,Norbert Meier,Germany,2,False
1829,Ledian Memushaj,Albania,2,False
1830,Umut Meraş,Turkey,2,True
1831,Paul Merson,England,2,False
1832,Mikhail Meskhi,USSR,2,False
1833,Kálmán Mészöly,Hungary,2,False
1834,Tümer Metin,Turkey,2,False
1835,Slava Metreveli,USSR,2,False
1836,Adrian Mierzejewski,Poland,2,False
1837,Migueli,Spain,2,False
1838,Taras Mikhalik,Ukraine,2,False
1839,Darko Milanič,Slovenia,2,False
1840,Håkan Mild,Sweden,2,False
1841,Branko Miljuš,Yugoslavia,2,False
1842,Miquel Soler,Spain,2,False
1843,Jakub Moder,Poland,2,True
1844,Jozef Móder,CSSR,2,False
1845,Vincenzo Montella,Italy,2,False
1846,Bobby Moore,England,2,False
1847,Emre Mor,Turkey,2,True
1848,Eduard Mudrik,USSR,2,False
1849,Mert Müldür,Turkey,2,True
1850,Dieter Müller,Germany,2,False
